competition,sport,athlete_name,country,score,relative_score,strength,gold_prob,silver_prob,bronze_prob,medal_prob
Men's Downhill,Alpine Skiing,Daniel Hemetsberger,AUT,122.0,0,0.009,0.0032,0.0033,0.0035,0.01
Men's Downhill,Alpine Skiing,Stefan Babinsky,AUT,121.0,0,0.0089,0.003,0.0026,0.0036,0.0092
Men's Downhill,Alpine Skiing,Stefan Eichberger,AUT,129.0,0,0.0101,0.0028,0.0042,0.0052,0.0122
Men's Downhill,Alpine Skiing,Maxence Muzaton,FRA,105.0,0,0.0067,0.0023,0.0021,0.0031,0.0075
Men's Downhill,Alpine Skiing,Sebastian Foss-Solevaag,NOR,120.0,0,0.0087,0.0022,0.0023,0.0034,0.0079
Men's Downhill,Alpine Skiing,Luca De Aliprandini,ITA,110.0,0,0.0073,0.0022,0.0018,0.0041,0.0081
Men's Downhill,Alpine Skiing,Mattia Casse,ITA,122.0,0,0.009,0.0021,0.0025,0.0026,0.0072
Men's Downhill,Alpine Skiing,Adrian Smiseth Sejersted,NOR,90.0,0,0.0049,0.0018,0.0016,0.0022,0.0056
Men's Downhill,Alpine Skiing,Tommy Ford,USA,100.0,0,0.0061,0.0017,0.0025,0.0022,0.0064
Men's Downhill,Alpine Skiing,Lars Roesti,SUI,99.0,0,0.0059,0.0016,0.0015,0.0014,0.0045
Men's Downhill,Alpine Skiing,Rasmus Windingstad,NOR,80.0,0,0.0039,0.0016,0.0016,0.0016,0.0048
Men's Downhill,Alpine Skiing,Marco Kohler,SUI,59.0,0,0.0021,0.0008,0.0008,0.0008,0.0024
Men's Downhill,Alpine Skiing,Nejc Naralocnik,SLO,58.0,0,0.002,0.0008,0.0009,0.0008,0.0025
Men's Downhill,Alpine Skiing,Brodie Seger,CAN,66.0,0,0.0026,0.0007,0.0007,0.001,0.0024
Men's Downhill,Alpine Skiing,Leif Kristian Nestvold-Haugen,NOR,70.0,0,0.003,0.0007,0.0011,0.0011,0.0029
Men's Downhill,Alpine Skiing,Elian Lehto,FIN,70.0,0,0.003,0.0006,0.001,0.0013,0.0029
Men's Downhill,Alpine Skiing,Otmar Striedinger,AUT,64.0,0,0.0025,0.0006,0.0014,0.0009,0.0029
Men's Downhill,Alpine Skiing,Adrien Theaux,FRA,57.0,0,0.002,0.0006,0.0005,0.0004,0.0015
Men's Downhill,Alpine Skiing,Romed Baumann,GER,62.0,0,0.0023,0.0005,0.0006,0.0007,0.0018
Men's Downhill,Alpine Skiing,Jan Zabystran,CZE,46.0,0,0.0013,0.0003,0.0002,0.0,0.0005
Men's Downhill,Alpine Skiing,Martin Cater,SLO,50.0,0,0.0015,0.0002,0.0009,0.0005,0.0016
Men's Dual Moguls,Freestyle Skiing,Mikael Kingsbury,CAN,1100.0,0,1.0,0.1851,0.1651,0.1419,0.4921
Men's Dual Moguls,Freestyle Skiing,Matt Graham,AUS,950.0,0,0.7459,0.1467,0.1293,0.1268,0.4028
Men's Dual Moguls,Freestyle Skiing,Nick Page,USA,850.0,0,0.5971,0.1126,0.1135,0.1079,0.334
Men's Dual Moguls,Freestyle Skiing,Ikuma Horishima,JPN,800.0,0,0.5289,0.0951,0.1003,0.1008,0.2962
Men's Dual Moguls,Freestyle Skiing,Walter Wallberg,SWE,750.0,0,0.4649,0.0887,0.0859,0.0933,0.2679
Men's Dual Moguls,Freestyle Skiing,Benjamin Cavet,FRA,700.0,0,0.405,0.0746,0.0777,0.0834,0.2357
Men's Dual Moguls,Freestyle Skiing,Ludvig Fjallstrom,SWE,650.0,0,0.3492,0.0686,0.0681,0.0702,0.2069
Men's Dual Moguls,Freestyle Skiing,Daichi Hara,JPN,600.0,0,0.2975,0.0541,0.0609,0.0651,0.1801
Men's Dual Moguls,Freestyle Skiing,Cole McDonald,USA,550.0,0,0.25,0.0468,0.0514,0.0528,0.151
Men's Dual Moguls,Freestyle Skiing,Dylan Walczyk,USA,500.0,0,0.2066,0.034,0.0406,0.0421,0.1167
Men's Dual Moguls,Freestyle Skiing,Rasmus Stegfeldt,SWE,450.0,0,0.1674,0.0307,0.0354,0.0339,0.1
Men's Dual Moguls,Freestyle Skiing,Filip Gravenfors,SWE,400.0,0,0.1322,0.0236,0.0254,0.0313,0.0803
Men's Dual Moguls,Freestyle Skiing,Albin Holmgren,SWE,350.0,0,0.1012,0.0181,0.0208,0.0223,0.0612
Men's Dual Moguls,Freestyle Skiing,Felix Elofsson,SWE,300.0,0,0.0744,0.0125,0.0151,0.0185,0.0461
Men's Dual Moguls,Freestyle Skiing,Birk Ruud,NOR,250.0,0,0.0517,0.0088,0.0105,0.0097,0.029
Men's Giant Slalom,Alpine Skiing,Marco Odermatt,SUI,1285.0,0,1.0,0.3177,0.2327,0.1535,0.7039
Men's Giant Slalom,Alpine Skiing,Lucas Pinheiro Braathen,BRA,618.0,0,0.2313,0.0725,0.0724,0.0853,0.2302
Men's Giant Slalom,Alpine Skiing,Atle Lie McGrath,NOR,578.0,0,0.2023,0.0607,0.0705,0.0761,0.2073
Men's Giant Slalom,Alpine Skiing,Franjo von Allmen,SUI,524.0,0,0.1663,0.0544,0.0562,0.0574,0.168
Men's Giant Slalom,Alpine Skiing,Henrik Kristoffersen,NOR,516.0,0,0.1612,0.052,0.0591,0.0599,0.171
Men's Giant Slalom,Alpine Skiing,Loic Meillard,SUI,490.0,0,0.1454,0.0436,0.0514,0.0575,0.1525
Men's Giant Slalom,Alpine Skiing,Manuel Feller,AUT,460.0,0,0.1281,0.0411,0.0485,0.0496,0.1392
Men's Giant Slalom,Alpine Skiing,Alexis Pinturault,FRA,420.0,0,0.1068,0.0336,0.0384,0.0415,0.1135
Men's Giant Slalom,Alpine Skiing,Clement Noel,FRA,400.0,0,0.0969,0.0278,0.0364,0.0392,0.1034
Men's Giant Slalom,Alpine Skiing,Timon Haugan,NOR,360.0,0,0.0785,0.0258,0.026,0.0285,0.0803
Men's Giant Slalom,Alpine Skiing,Marco Schwarz,AUT,380.0,0,0.0875,0.0254,0.0303,0.0348,0.0905
Men's Giant Slalom,Alpine Skiing,Vincent Kriechmayr,AUT,340.0,0,0.07,0.0228,0.0248,0.0284,0.076
Men's Giant Slalom,Alpine Skiing,Olsen Alexander Steen,NOR,346.0,0,0.0725,0.0222,0.0264,0.0266,0.0752
Men's Giant Slalom,Alpine Skiing,Braathen Lucas Pinheiro,BRA,341.0,0,0.0704,0.0213,0.0255,0.0277,0.0745
Men's Giant Slalom,Alpine Skiing,Cameron Alexander,CAN,300.0,0,0.0545,0.0193,0.0196,0.0218,0.0607
Men's Giant Slalom,Alpine Skiing,Thomas Tumler,SUI,298.0,0,0.0538,0.019,0.0197,0.0205,0.0592
Men's Giant Slalom,Alpine Skiing,Stefan Brennsteiner,AUT,284.0,0,0.0488,0.0156,0.0156,0.0191,0.0503
Men's Giant Slalom,Alpine Skiing,Johan Clarey,FRA,260.0,0,0.0409,0.0129,0.0134,0.0153,0.0416
Men's Giant Slalom,Alpine Skiing,James Crawford,CAN,280.0,0,0.0475,0.0123,0.0165,0.0172,0.046
Men's Giant Slalom,Alpine Skiing,Travis Ganong,USA,240.0,0,0.0349,0.0121,0.0127,0.0136,0.0384
Men's Giant Slalom,Alpine Skiing,Aliprandini Luca De,ITA,237.0,0,0.034,0.0105,0.0121,0.017,0.0396
Men's Giant Slalom,Alpine Skiing,Dominik Paris,ITA,220.0,0,0.0293,0.0091,0.0094,0.013,0.0315
Men's Giant Slalom,Alpine Skiing,Patrick Feurstein,AUT,205.0,0,0.0255,0.008,0.0101,0.0111,0.0292
Men's Giant Slalom,Alpine Skiing,Cyprien Sarrazin,FRA,200.0,0,0.0242,0.0068,0.0103,0.0104,0.0275
Men's Giant Slalom,Alpine Skiing,Thibaut Favrot,FRA,162.0,0,0.0159,0.006,0.0048,0.0066,0.0174
Men's Giant Slalom,Alpine Skiing,Zan Kranjec,SLO,180.0,0,0.0196,0.0056,0.0064,0.0082,0.0202
Men's Giant Slalom,Alpine Skiing,Joan Verdu,AND,153.0,0,0.0142,0.0044,0.004,0.0066,0.015
Men's Giant Slalom,Alpine Skiing,Leo Anguenot,FRA,165.0,0,0.0165,0.0043,0.0067,0.0068,0.0178
Men's Giant Slalom,Alpine Skiing,River Radamus,USA,160.0,0,0.0155,0.0043,0.0047,0.0064,0.0154
Men's Giant Slalom,Alpine Skiing,Filip Zubcic,CRO,140.0,0,0.0119,0.0034,0.0042,0.0038,0.0114
Men's Giant Slalom,Alpine Skiing,Luca Aerni,SUI,120.0,0,0.0087,0.0028,0.0031,0.0029,0.0088
Men's Giant Slalom,Alpine Skiing,Stefan Hadalin,SLO,130.0,0,0.0102,0.0027,0.0031,0.0048,0.0106
Men's Giant Slalom,Alpine Skiing,Sebastian Foss-Solevaag,NOR,120.0,0,0.0087,0.0024,0.0025,0.0041,0.009
Men's Giant Slalom,Alpine Skiing,Luca De Aliprandini,ITA,110.0,0,0.0073,0.0021,0.003,0.0029,0.008
Men's Giant Slalom,Alpine Skiing,Anton Grammel,GER,107.0,0,0.0069,0.002,0.0022,0.0022,0.0064
Men's Giant Slalom,Alpine Skiing,Alex Vinatzer,ITA,98.0,0,0.0058,0.002,0.0022,0.0015,0.0057
Men's Giant Slalom,Alpine Skiing,Tommy Ford,USA,100.0,0,0.0061,0.0018,0.0022,0.0019,0.0059
Men's Giant Slalom,Alpine Skiing,Sam Maes,BEL,121.0,0,0.0089,0.0017,0.0029,0.0032,0.0078
Men's Giant Slalom,Alpine Skiing,Adrian Smiseth Sejersted,NOR,90.0,0,0.0049,0.0015,0.0021,0.0029,0.0065
Men's Giant Slalom,Alpine Skiing,Raphael Haaser,AUT,94.0,0,0.0054,0.0014,0.0018,0.003,0.0062
Men's Giant Slalom,Alpine Skiing,Alexander Schmid,GER,53.0,0,0.0017,0.001,0.0003,0.001,0.0023
Men's Giant Slalom,Alpine Skiing,Gino Caviezel,SUI,89.0,0,0.0048,0.0009,0.0018,0.0021,0.0048
Men's Giant Slalom,Alpine Skiing,Rasmus Windingstad,NOR,80.0,0,0.0039,0.0009,0.0017,0.0014,0.004
Men's Giant Slalom,Alpine Skiing,Leif Kristian Nestvold-Haugen,NOR,70.0,0,0.003,0.0008,0.001,0.0012,0.003
Men's Giant Slalom,Alpine Skiing,Fabian Gratz,GER,43.0,0,0.0011,0.0006,0.0007,0.0003,0.0016
Men's Giant Slalom,Alpine Skiing,Tormis Laine,EST,44.0,0,0.0012,0.0005,0.0003,0.0003,0.0011
Men's Giant Slalom,Alpine Skiing,Vite Filippo Della,ITA,45.0,0,0.0012,0.0004,0.0003,0.0009,0.0016
Men's Halfpipe,Freestyle Skiing,Nico Porteous,NZL,600.0,0,1.0,0.2149,0.2008,0.17,0.5857
Men's Halfpipe,Snowboard,Yuto Totsuka,JPN,600.0,0,1.0,0.2122,0.1881,0.1639,0.5642
Men's Halfpipe,Freestyle Skiing,Birk Ruud,NOR,550.0,0,0.8403,0.1889,0.1763,0.1656,0.5308
Men's Halfpipe,Snowboard,Valentino Guseli,AUS,550.0,0,0.8403,0.1815,0.1726,0.1543,0.5084
Men's Halfpipe,Freestyle Skiing,Alex Ferreira,USA,500.0,0,0.6944,0.1536,0.1602,0.1511,0.4649
Men's Halfpipe,Snowboard,Ryusei Yamada,JPN,500.0,0,0.6944,0.1518,0.1467,0.143,0.4415
Men's Halfpipe,Freestyle Skiing,David Wise,USA,450.0,0,0.5625,0.1292,0.1296,0.1344,0.3932
Men's Halfpipe,Snowboard,Ruka Hirano,JPN,450.0,0,0.5625,0.1129,0.1208,0.1256,0.3593
Men's Halfpipe,Freestyle Skiing,Aaron Blunck,USA,400.0,0,0.4444,0.0991,0.1038,0.1135,0.3164
Men's Halfpipe,Snowboard,Jan Scherrer,SUI,400.0,0,0.4444,0.0936,0.1011,0.1065,0.3012
Men's Halfpipe,Freestyle Skiing,Noah Bowman,CAN,350.0,0,0.3403,0.0802,0.0833,0.0957,0.2592
Men's Halfpipe,Snowboard,Scotty James,AUS,350.0,0,0.3403,0.0688,0.0752,0.0861,0.2301
Men's Halfpipe,Freestyle Skiing,Brendan Mackay,CAN,300.0,0,0.25,0.0576,0.062,0.0682,0.1878
Men's Halfpipe,Snowboard,Chase Josey,USA,300.0,0,0.25,0.0559,0.0614,0.0641,0.1814
Men's Halfpipe,Snowboard,Taylor Gold,USA,280.0,0,0.2178,0.0457,0.0499,0.0596,0.1552
Men's Halfpipe,Snowboard,Ayumu Hirano,JPN,260.0,0,0.1878,0.0444,0.045,0.0526,0.142
Men's Halfpipe,Freestyle Skiing,Simon D Artois,CAN,250.0,0,0.1736,0.0406,0.0402,0.0493,0.1301
Men's Halfpipe,Snowboard,Andre Hoeflich,GER,240.0,0,0.16,0.0332,0.0392,0.0443,0.1167
Men's Halfpipe,Freestyle Skiing,Kevin Rolland,FRA,200.0,0,0.1111,0.0246,0.0279,0.0337,0.0862
Men's Halfpipe,Freestyle Skiing,Ben Harrington,NZL,150.0,0,0.0625,0.0113,0.0159,0.0185,0.0457
Men's Ice Hockey,Ice Hockey,Team Canada,CAN,4100.0,0,1.0,0.1432,0.1425,0.1366,0.4223
Men's Ice Hockey,Ice Hockey,Team Finland,FIN,3955.0,0,0.9305,0.1337,0.1244,0.129,0.3871
Men's Ice Hockey,Ice Hockey,Team Switzerland,SUI,3945.0,0,0.9258,0.1309,0.1318,0.1317,0.3944
Men's Ice Hockey,Ice Hockey,Team Czechia,CZE,3945.0,0,0.9258,0.1283,0.131,0.128,0.3873
Men's Ice Hockey,Ice Hockey,Team USA,USA,3900.0,0,0.9048,0.1265,0.1303,0.1193,0.3761
Men's Ice Hockey,Ice Hockey,Team Sweden,SWE,3850.0,0,0.8818,0.1253,0.1316,0.1282,0.3851
Men's Ice Hockey,Ice Hockey,Team Germany,GER,3600.0,0,0.771,0.1089,0.1071,0.1156,0.3316
Men's Ice Hockey,Ice Hockey,Team Slovakia,SVK,3500.0,0,0.7287,0.1032,0.1013,0.1116,0.3161
Men's Individual Large Hill,Nordic Combined,Vinzenz Geiger,GER,1506.0,0,1.0,0.2231,0.1882,0.1509,0.5622
Men's Individual Large Hill,Nordic Combined,Johannes Lamparter,AUT,1317.0,0,0.7648,0.1663,0.1625,0.141,0.4698
Men's Individual Large Hill,Nordic Combined,Julian Schmid,GER,1100.0,0,0.5335,0.1189,0.1152,0.1197,0.3538
Men's Individual Large Hill,Nordic Combined,Ryota Yamamoto,JPN,950.0,0,0.3979,0.0877,0.0923,0.0963,0.2763
Men's Individual Large Hill,Nordic Combined,Stefan Rettenegger,AUT,850.0,0,0.3186,0.0727,0.0756,0.0798,0.2281
Men's Individual Large Hill,Nordic Combined,Jens Luraas Oftebro,NOR,800.0,0,0.2822,0.0631,0.0621,0.0756,0.2008
Men's Individual Large Hill,Nordic Combined,Manuel Faisst,GER,750.0,0,0.248,0.0543,0.0634,0.0661,0.1838
Men's Individual Large Hill,Nordic Combined,Ilkka Herola,FIN,700.0,0,0.216,0.0464,0.0519,0.0603,0.1586
Men's Individual Large Hill,Nordic Combined,Eero Hirvonen,FIN,650.0,0,0.1863,0.0377,0.0463,0.0516,0.1356
Men's Individual Large Hill,Nordic Combined,Joergen Graabak,NOR,600.0,0,0.1587,0.0346,0.0409,0.0431,0.1186
Men's Individual Large Hill,Nordic Combined,Espen Andersen,NOR,550.0,0,0.1334,0.0302,0.0353,0.0397,0.1052
Men's Individual Large Hill,Nordic Combined,Lukas Greiderer,AUT,500.0,0,0.1102,0.0265,0.0259,0.0303,0.0827
Men's Individual Large Hill,Nordic Combined,Espen Bjoernstad,NOR,450.0,0,0.0893,0.0221,0.0222,0.0252,0.0695
Men's Individual Large Hill,Nordic Combined,Akito Watabe,JPN,400.0,0,0.0705,0.0164,0.0182,0.0204,0.055
Men's Individual Normal Hill,Nordic Combined,Vinzenz Geiger,GER,1506.0,0,1.0,0.2218,0.1932,0.1506,0.5656
Men's Individual Normal Hill,Nordic Combined,Johannes Lamparter,AUT,1317.0,0,0.7648,0.1705,0.1544,0.146,0.4709
Men's Individual Normal Hill,Nordic Combined,Julian Schmid,GER,1100.0,0,0.5335,0.1173,0.1208,0.1217,0.3598
Men's Individual Normal Hill,Nordic Combined,Ryota Yamamoto,JPN,950.0,0,0.3979,0.0838,0.0918,0.1012,0.2768
Men's Individual Normal Hill,Nordic Combined,Stefan Rettenegger,AUT,850.0,0,0.3186,0.074,0.0798,0.0812,0.235
Men's Individual Normal Hill,Nordic Combined,Jens Luraas Oftebro,NOR,800.0,0,0.2822,0.0651,0.0719,0.0728,0.2098
Men's Individual Normal Hill,Nordic Combined,Manuel Faisst,GER,750.0,0,0.248,0.0502,0.0572,0.0659,0.1733
Men's Individual Normal Hill,Nordic Combined,Ilkka Herola,FIN,700.0,0,0.216,0.05,0.0541,0.0579,0.162
Men's Individual Normal Hill,Nordic Combined,Eero Hirvonen,FIN,650.0,0,0.1863,0.0436,0.0437,0.0491,0.1364
Men's Individual Normal Hill,Nordic Combined,Joergen Graabak,NOR,600.0,0,0.1587,0.0342,0.0389,0.0415,0.1146
Men's Individual Normal Hill,Nordic Combined,Espen Andersen,NOR,550.0,0,0.1334,0.0298,0.0314,0.0355,0.0967
Men's Individual Normal Hill,Nordic Combined,Lukas Greiderer,AUT,500.0,0,0.1102,0.0251,0.0279,0.0286,0.0816
Men's Individual Normal Hill,Nordic Combined,Espen Bjoernstad,NOR,450.0,0,0.0893,0.0201,0.0189,0.0272,0.0662
Men's Individual Normal Hill,Nordic Combined,Akito Watabe,JPN,400.0,0,0.0705,0.0145,0.016,0.0208,0.0513
Men's Large Hill Individual,Ski Jumping,Stefan Kraft,AUT,1100.0,0,1.0,0.151,0.1365,0.1222,0.4097
Men's Large Hill Individual,Ski Jumping,Jan Hoerl,AUT,950.0,0,0.7459,0.1128,0.1063,0.0988,0.3179
Men's Large Hill Individual,Ski Jumping,Pius Paschke,GER,900.0,0,0.6694,0.1009,0.0938,0.0935,0.2882
Men's Large Hill Individual,Ski Jumping,Daniel Tschofenig,AUT,850.0,0,0.5971,0.0863,0.0865,0.085,0.2578
Men's Large Hill Individual,Ski Jumping,Anze Lanisek,SLO,800.0,0,0.5289,0.0712,0.0811,0.0768,0.2291
Men's Large Hill Individual,Ski Jumping,Gregor Deschwanden,SUI,750.0,0,0.4649,0.0633,0.0715,0.0685,0.2033
Men's Large Hill Individual,Ski Jumping,Ryoyu Kobayashi,JPN,700.0,0,0.405,0.0579,0.0623,0.064,0.1842
Men's Large Hill Individual,Ski Jumping,Johann Andre Forfang,NOR,650.0,0,0.3492,0.0518,0.053,0.0531,0.1579
Men's Large Hill Individual,Ski Jumping,Marius Lindvik,NOR,600.0,0,0.2975,0.0447,0.0487,0.0485,0.1419
Men's Large Hill Individual,Ski Jumping,Halvor Egner Granerud,NOR,550.0,0,0.25,0.0389,0.038,0.0381,0.115
Men's Large Hill Individual,Ski Jumping,Karl Geiger,GER,500.0,0,0.2066,0.0323,0.0289,0.0298,0.091
Men's Large Hill Individual,Ski Jumping,Andreas Wellinger,GER,450.0,0,0.1674,0.0267,0.0274,0.0254,0.0795
Men's Large Hill Individual,Ski Jumping,Domen Prevc,SLO,420.0,0,0.1458,0.0217,0.0221,0.0263,0.0701
Men's Large Hill Individual,Ski Jumping,Peter Prevc,SLO,400.0,0,0.1322,0.0198,0.0198,0.0246,0.0642
Men's Large Hill Individual,Ski Jumping,Michael Hayboeck,AUT,380.0,0,0.1193,0.0184,0.0171,0.0193,0.0548
Men's Large Hill Individual,Ski Jumping,Ren Nikaido,JPN,360.0,0,0.1071,0.0145,0.0197,0.02,0.0542
Men's Large Hill Individual,Ski Jumping,Lovro Kos,SLO,340.0,0,0.0955,0.014,0.014,0.0168,0.0448
Men's Large Hill Individual,Ski Jumping,Dawid Kubacki,POL,320.0,0,0.0846,0.0118,0.0127,0.0158,0.0403
Men's Large Hill Individual,Ski Jumping,Piotr Zyla,POL,300.0,0,0.0744,0.0116,0.0109,0.0133,0.0358
Men's Large Hill Individual,Ski Jumping,Markus Eisenbichler,GER,280.0,0,0.0648,0.0104,0.0089,0.0111,0.0304
Men's Large Hill Individual,Ski Jumping,Robert Johansson,NOR,260.0,0,0.0559,0.0078,0.0097,0.0103,0.0278
Men's Large Hill Individual,Ski Jumping,Robin Pedersen,NOR,240.0,0,0.0476,0.0077,0.0069,0.0077,0.0223
Men's Large Hill Individual,Ski Jumping,Thomas Aasen Markeng,NOR,220.0,0,0.04,0.006,0.0065,0.0083,0.0208
Men's Large Hill Individual,Ski Jumping,Anders Fannemel,NOR,160.0,0,0.0212,0.005,0.0023,0.0035,0.0108
Men's Large Hill Individual,Ski Jumping,Daniel Andre Tande,NOR,200.0,0,0.0331,0.0045,0.0058,0.0056,0.0159
Men's Large Hill Individual,Ski Jumping,Kamil Stoch,POL,180.0,0,0.0268,0.0042,0.0041,0.0053,0.0136
Men's Large Hill Individual,Ski Jumping,Philip Sjoeen,NOR,140.0,0,0.0162,0.0021,0.002,0.0034,0.0075
Men's Large Hill Individual,Ski Jumping,Benjamin Oestvold,NOR,120.0,0,0.0119,0.001,0.0016,0.0028,0.0054
Men's Large Hill Individual,Ski Jumping,Stephan Embacher,AUT,100.0,0,0.0083,0.0009,0.0009,0.001,0.0028
Men's Large Hill Individual,Ski Jumping,Felix Hoffmann,GER,80.0,0,0.0053,0.0008,0.001,0.0012,0.003
Men's Mass Start,Speed Skating,Andrea Giovannini,ITA,341.0,0,1.0,0.1391,0.1261,0.1189,0.3841
Men's Mass Start,Speed Skating,Timothy Loubineaud,FRA,310.0,0,0.8264,0.117,0.1141,0.102,0.3331
Men's Mass Start,Speed Skating,Bart Hoolwerf,NED,312.0,0,0.8371,0.1134,0.108,0.1094,0.3308
Men's Mass Start,Speed Skating,Bart Swings,BEL,286.0,0,0.7034,0.0951,0.0896,0.0953,0.28
Men's Mass Start,Speed Skating,Jorrit Bergsma,NED,269.0,0,0.6223,0.0827,0.0835,0.0821,0.2483
Men's Mass Start,Speed Skating,Indra Medard,BEL,254.0,0,0.5548,0.0762,0.0781,0.0752,0.2295
Men's Mass Start,Speed Skating,Daniele Di Stefano,ITA,258.0,0,0.5724,0.0756,0.0756,0.0779,0.2291
Men's Mass Start,Speed Skating,Seung-Hoon Lee,KOR,220.0,0,0.4162,0.0579,0.0601,0.059,0.177
Men's Mass Start,Speed Skating,Livio Wenger,SUI,216.0,0,0.4012,0.0542,0.0588,0.0576,0.1706
Men's Mass Start,Speed Skating,Fridtjof Petzold,GER,204.0,0,0.3579,0.0473,0.0483,0.0526,0.1482
Men's Mass Start,Speed Skating,Mathieu Belloir,FRA,154.0,0,0.204,0.0297,0.0306,0.0303,0.0906
Men's Mass Start,Speed Skating,Gabriel Odor,AUT,130.0,0,0.1453,0.0193,0.0192,0.0216,0.0601
Men's Mass Start,Speed Skating,Ethan Cepuran,USA,136.0,0,0.1591,0.0188,0.0213,0.0268,0.0669
Men's Mass Start,Speed Skating,David La Rue,CAN,118.0,0,0.1197,0.0151,0.0182,0.0183,0.0516
Men's Mass Start,Speed Skating,Felix Maly,GER,106.0,0,0.0966,0.0146,0.0145,0.0148,0.0439
Men's Mass Start,Speed Skating,Shomu Sasaki,JPN,119.0,0,0.1218,0.0138,0.0175,0.0205,0.0518
Men's Mass Start,Speed Skating,Jae-Won Chung,KOR,92.0,0,0.0728,0.0106,0.0109,0.0104,0.0319
Men's Mass Start,Speed Skating,Allan Dahl Johansson,NOR,65.0,0,0.0363,0.0051,0.0062,0.0053,0.0166
Men's Mass Start,Speed Skating,Didrik Eng Strand,NOR,59.0,0,0.0299,0.0034,0.0053,0.0048,0.0135
Men's Mass Start,Speed Skating,Szymon Palka,POL,51.0,0,0.0224,0.0029,0.0038,0.0043,0.011
Men's Mass Start,Speed Skating,Peter Michael,NZL,47.0,0,0.019,0.0023,0.0025,0.0034,0.0082
Men's Mass Start,Speed Skating,Metoděj Jílek,CZE,43.0,0,0.0159,0.0019,0.0028,0.0031,0.0078
Men's Mass Start,Speed Skating,Kotaro Kasahara,JPN,33.0,0,0.0094,0.0012,0.0011,0.0018,0.0041
Men's Mass Start,Speed Skating,Marcin Bachanek,POL,22.0,0,0.0042,0.0007,0.001,0.0008,0.0025
Men's Mass Start,Speed Skating,Hayden Mayeur,CAN,30.0,0,0.0077,0.0005,0.0013,0.0016,0.0034
Men's Mass Start,Speed Skating,Jake Weidemann,CAN,16.0,0,0.0022,0.0005,0.0004,0.0004,0.0013
Men's Mass Start,Speed Skating,Baoshuo Pan,CHN,15.0,0,0.0019,0.0004,0.0002,0.0005,0.0011
Men's Mass Start,Speed Skating,Viktor Hald Thorup,DEN,24.0,0,0.005,0.0003,0.0005,0.0007,0.0015
Men's Mass Start,Speed Skating,Jonathan Tobon,USA,13.0,0,0.0015,0.0002,0.0003,0.0002,0.0007
Men's Mass Start,Speed Skating,Motonaga Arito,JPN,12.0,0,0.0012,0.0002,0.0002,0.0004,0.0008
Men's Moguls,Freestyle Skiing,Mikael Kingsbury,CAN,1100.0,0,1.0,0.1821,0.1664,0.1467,0.4952
Men's Moguls,Freestyle Skiing,Matt Graham,AUS,950.0,0,0.7459,0.143,0.1315,0.1212,0.3957
Men's Moguls,Freestyle Skiing,Nick Page,USA,850.0,0,0.5971,0.1145,0.1124,0.1031,0.33
Men's Moguls,Freestyle Skiing,Ikuma Horishima,JPN,800.0,0,0.5289,0.0968,0.0979,0.1052,0.2999
Men's Moguls,Freestyle Skiing,Walter Wallberg,SWE,750.0,0,0.4649,0.0864,0.09,0.0861,0.2625
Men's Moguls,Freestyle Skiing,Benjamin Cavet,FRA,700.0,0,0.405,0.0753,0.0821,0.0833,0.2407
Men's Moguls,Freestyle Skiing,Ludvig Fjallstrom,SWE,650.0,0,0.3492,0.0677,0.0657,0.0727,0.2061
Men's Moguls,Freestyle Skiing,Daichi Hara,JPN,600.0,0,0.2975,0.0535,0.0624,0.0615,0.1774
Men's Moguls,Freestyle Skiing,Cole McDonald,USA,550.0,0,0.25,0.0446,0.0487,0.0525,0.1458
Men's Moguls,Freestyle Skiing,Dylan Walczyk,USA,500.0,0,0.2066,0.0372,0.0393,0.0469,0.1234
Men's Moguls,Freestyle Skiing,Rasmus Stegfeldt,SWE,450.0,0,0.1674,0.0327,0.0324,0.0407,0.1058
Men's Moguls,Freestyle Skiing,Filip Gravenfors,SWE,400.0,0,0.1322,0.0249,0.0257,0.0299,0.0805
Men's Moguls,Freestyle Skiing,Albin Holmgren,SWE,350.0,0,0.1012,0.0203,0.0189,0.0223,0.0615
Men's Moguls,Freestyle Skiing,Felix Elofsson,SWE,300.0,0,0.0744,0.0123,0.0154,0.0167,0.0444
Men's Moguls,Freestyle Skiing,Birk Ruud,NOR,250.0,0,0.0517,0.0087,0.0112,0.0112,0.0311
Men's Normal Hill Individual,Ski Jumping,Stefan Kraft,AUT,1100.0,0,1.0,0.1444,0.1362,0.1226,0.4032
Men's Normal Hill Individual,Ski Jumping,Jan Hoerl,AUT,950.0,0,0.7459,0.1026,0.106,0.1005,0.3091
Men's Normal Hill Individual,Ski Jumping,Pius Paschke,GER,900.0,0,0.6694,0.1003,0.0963,0.0922,0.2888
Men's Normal Hill Individual,Ski Jumping,Daniel Tschofenig,AUT,850.0,0,0.5971,0.0893,0.0899,0.0817,0.2609
Men's Normal Hill Individual,Ski Jumping,Anze Lanisek,SLO,800.0,0,0.5289,0.0842,0.0791,0.0791,0.2424
Men's Normal Hill Individual,Ski Jumping,Gregor Deschwanden,SUI,750.0,0,0.4649,0.0703,0.0691,0.0727,0.2121
Men's Normal Hill Individual,Ski Jumping,Ryoyu Kobayashi,JPN,700.0,0,0.405,0.0577,0.0603,0.0603,0.1783
